Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Flow IAT Mean,Flow IAT Std,Flow Packets/s,Label
205327,24,19,10578,305,22.777473,14.130348,4.272004,BENIGN
31160,12,10,15713,942,9.110319,5.528471,6.349589,BENIGN
190569,4561,2247,291863,1500,0.161354,0.190924,104.138222,DDoS
84484,18,11,17439,300,11.36802,4.861036,2.211626,BENIGN
124270,18,16,13906,251,14.24146,8.53018,4.508408,BENIGN
74855,24,14,20548,1054,14.527673,3.444987,6.22752,BENIGN
466685,2247,2388,441835,1500,0.807584,0.214833,86.088873,DDoS
67310,20,9,5353,436,22.620078,5.061781,6.810507,BENIGN
402542,2961,3024,1417575,1408,0.363028,0.114169,73.231816,DDoS
593146,3023,1276,1457944,1500,0.679427,0.187017,69.197784,DDoS
181554,23,12,11217,1370,32.68867,7.500286,8.16167,BENIGN
135525,29,7,10353,532,18.668373,3.274355,5.694504,BENIGN
200651,25,10,7209,767,7.154,1.880109,12.997172,BENIGN
160249,16,11,8948,322,23.364002,8.441911,8.520146,BENIGN
147383,1197,1431,708005,1500,0.427518,0.188574,110.602822,DDoS
141132,25,12,8199,1020,10.017023,7.182964,8.090699,BENIGN
76875,22,15,3099,1272,26.908391,0.994156,5.779172,BENIGN
205207,25,15,13030,891,13.493482,12.163005,19.650185,BENIGN
131942,17,11,5925,225,15.385856,4.217212,3.26465,BENIGN
119900,17,16,6087,888,25.438308,4.279547,17.8209,BENIGN
101272,20,13,16433,217,19.116453,2.316983,18.402306,BENIGN
293443,1581,3377,1238329,1500,0.631797,0.301693,92.824261,DDoS
767264,2251,2540,2963602,1500,0.25714,0.136733,35.290293,DDoS
335089,3711,536,1006722,1500,0.266618,0.107827,31.137965,DDoS
284144,2915,2200,1491435,1500,0.455433,0.218708,55.219009,DDoS
170772,6032,1060,434861,1500,0.707796,0.086503,61.67432,DDoS
354498,4295,2703,506401,1500,0.440934,0.11531,52.372065,DDoS
228119,1697,2321,1088196,1500,0.356108,0.340042,152.348862,DDoS
296682,1983,990,844166,1211,1.223978,0.174647,35.148093,DDoS
176788,3332,1843,847496,973,0.580484,0.08869,87.5304,DDoS
142714,22,17,2117,811,8.312255,0.802028,2.580205,BENIGN
99672,26,9,9264,316,13.213349,10.430845,19.135925,BENIGN
111873,13,15,3917,618,5.110303,9.697689,8.297107,BENIGN
82323,22,14,7463,609,7.909547,3.006919,32.713548,BENIGN
251684,1541,7919,1455947,1091,0.21965,0.142135,55.749967,DDoS
141304,20,12,6651,776,21.075615,9.760652,4.799073,BENIGN
231188,2414,2111,383218,1500,0.907413,0.146063,51.45528,DDoS
294258,26,20,3196,473,57.838534,2.868807,7.326112,BENIGN
105021,25,16,4961,1500,33.64234,5.581636,8.41722,BENIGN
336557,20,11,6281,940,28.234965,12.992083,5.37031,BENIGN
322444,20,16,150702,608,18.49274,9.425398,6.630555,BENIGN
229169,720,1725,631668,1051,0.218779,0.177251,27.845609,DDoS
33700,17,12,10453,438,12.871808,8.156149,8.431159,BENIGN
170697,3119,1432,1409179,1483,0.182966,0.361126,37.814684,DDoS
20263,29,8,5826,454,4.777494,7.027209,9.84108,BENIGN
85292,5556,2789,419186,1404,0.297687,0.046069,49.641318,DDoS
171064,16,13,5412,433,7.548401,10.666585,26.190083,BENIGN
156221,16,12,3394,372,21.335475,4.13779,2.074834,BENIGN
33876,19,11,12061,631,12.890921,9.442717,23.620018,BENIGN
99528,19,13,10463,754,21.169035,4.498575,8.718862,BENIGN
248640,7,19,8554,730,6.72717,1.779104,22.44902,BENIGN
142124,3402,2321,3136934,1190,0.966337,0.165392,29.757172,DDoS
97899,15,22,6424,1125,62.991524,4.854942,3.390639,BENIGN
587808,4791,1581,1226825,969,0.417469,0.201031,112.385609,DDoS
129478,3750,2362,1578660,1283,0.607033,0.126163,39.79249,DDoS
415927,5997,1108,709501,1500,0.39943,0.234864,123.934124,DDoS
326433,18,9,12520,1197,8.614682,1.849032,8.576478,BENIGN
91332,22,9,9416,760,10.887799,7.938088,6.868224,BENIGN
222652,28,14,13970,503,12.007335,1.707565,4.232308,BENIGN
73171,25,14,6036,393,46.85733,4.593682,7.309726,BENIGN
119133,18,18,7851,146,13.882689,19.624848,49.443144,BENIGN
178881,27,17,16975,283,7.887599,6.915683,15.989775,BENIGN
472063,7282,1686,214032,1223,0.546309,0.282031,38.904555,DDoS
277105,3747,3064,1022645,1144,0.131223,0.13611,33.962874,DDoS
37053,18,11,10381,182,12.034433,6.79131,12.979308,BENIGN
375944,1828,3542,345994,1265,0.550143,0.363433,42.267649,DDoS
215134,1931,4860,462131,1500,0.413197,0.240112,76.494074,DDoS
133715,15,16,8008,476,29.641535,3.728824,8.300316,BENIGN
128234,19,14,5116,475,22.11568,4.703838,2.71445,BENIGN
596771,1399,1043,1359809,1500,0.966447,0.289834,71.460858,DDoS
156030,1293,1844,732360,1500,0.602749,0.505009,39.787353,DDoS
48933,17,10,6740,881,8.515165,4.804207,12.482439,BENIGN
240010,16,16,7447,986,16.686919,7.014827,4.84587,BENIGN
173343,17,14,2930,919,9.337927,17.679578,3.699519,BENIGN
153720,20,7,5835,603,34.243042,4.533793,9.90771,BENIGN
150885,774,3870,2521868,1238,0.219286,0.197925,147.870603,DDoS
136605,2344,1002,1672479,1500,0.331616,0.146607,106.726385,DDoS
176503,2268,3699,641369,1500,0.155952,0.126888,78.324101,DDoS
96938,16,12,22951,532,15.235776,9.701049,2.316196,BENIGN
117101,26,13,6555,1500,37.664068,4.494096,8.836256,BENIGN
271022,3318,5657,3075402,1500,0.402983,0.072577,99.019303,DDoS
68825,22,11,1692,738,12.718768,2.117649,12.716439,BENIGN
199227,2529,1360,1865441,1500,0.427385,0.165167,62.143499,DDoS
193299,8876,1131,662198,809,0.302709,0.094467,53.293862,DDoS
167476,24,13,28190,530,21.475614,5.091541,8.026189,BENIGN
149517,16,2,2407,1147,24.59244,3.407475,3.28463,BENIGN
59742,25,11,15050,368,24.21656,2.162806,6.729453,BENIGN
161455,17,15,10034,769,41.619882,6.036018,5.118467,BENIGN
88879,22,9,13705,471,6.229379,3.982749,10.057094,BENIGN
72604,19,20,7679,1321,12.586761,7.509657,6.495616,BENIGN
120827,26,19,4085,600,7.715075,3.954768,49.053995,BENIGN
133477,20,11,1313,498,13.485501,12.08192,7.582944,BENIGN
77482,18,10,5342,572,6.023105,2.057101,4.490931,BENIGN
166790,14,7,8974,301,25.212427,10.909583,8.137774,BENIGN
211622,9818,1868,419267,1311,0.416155,0.191162,46.067665,DDoS
254552,2041,913,266499,829,0.448821,0.222447,134.866854,DDoS
120097,18,16,5884,438,25.591233,7.115508,11.788993,BENIGN
214917,5422,1042,933716,1379,0.713041,0.194203,37.537581,DDoS
302505,2941,2068,1582738,1006,0.999509,0.102551,30.089038,DDoS
119605,2368,1366,752529,1029,0.506149,0.121081,49.973695,DDoS
144498,17,19,14601,237,8.989376,13.187863,5.256959,BENIGN
268789,1776,1454,499864,1500,0.604772,0.126393,34.961959,DDoS
115739,19,11,31207,800,31.530661,15.362793,39.686997,BENIGN
198676,25,17,6167,371,11.309383,9.935063,2.712444,BENIGN
210109,1460,2789,1023985,1206,0.346072,0.209502,143.742287,DDoS
166759,17,14,7729,550,12.622035,4.737155,6.757616,BENIGN
353731,19,19,13170,884,13.863825,32.671149,8.873105,BENIGN
114044,12,20,43111,329,16.631569,4.031731,13.026575,BENIGN
72797,20,5,19450,1052,27.671737,2.220999,10.06648,BENIGN
20679,17,18,2688,562,27.801387,1.986651,8.796133,BENIGN
67634,27,16,4099,491,32.273527,6.951921,12.854436,BENIGN
336847,6021,2277,620775,1373,0.647054,0.484604,173.94903,DDoS
277182,1673,1244,632630,1500,0.43335,0.168533,86.257443,DDoS
219699,1033,2562,510957,1095,0.499005,0.146773,63.365521,DDoS
62271,18,15,15283,215,6.392746,3.368243,9.044358,BENIGN
172895,4068,836,1622027,1500,0.244127,0.218256,56.559532,DDoS
96582,19,9,7899,108,33.382423,8.990176,14.410589,BENIGN
141794,14,14,6864,942,32.735083,6.770038,3.965915,BENIGN
181080,20,14,14817,444,41.010891,5.081654,5.339185,BENIGN
125101,17,13,20557,679,22.8879,27.695711,3.890431,BENIGN
159240,19,14,13219,501,10.840319,3.257807,8.752749,BENIGN
181596,15,13,5600,504,18.030942,4.450536,12.834856,BENIGN
375601,4917,8618,1474932,1029,0.221803,0.069213,33.831363,DDoS
97692,24,13,16334,500,7.441031,2.958402,2.570043,BENIGN
130378,20,10,14388,388,33.228981,7.921739,9.918271,BENIGN
309496,22,15,8064,578,16.611962,6.36463,7.225245,BENIGN
182478,20,12,11645,360,34.65722,5.918081,13.931194,BENIGN
236696,721,2268,887702,1500,0.422779,0.287436,85.414103,DDoS
221016,2532,1416,1204046,1454,0.304174,0.310884,72.359499,DDoS
342896,1732,1174,601475,817,0.475975,0.045464,66.203586,DDoS
93068,22,11,8917,847,28.525068,12.782185,33.138507,BENIGN
98156,19,11,4877,680,21.654855,4.539373,3.646824,BENIGN
298313,3335,1988,1519703,1228,0.517969,0.416301,33.946621,DDoS
185316,20,11,13014,683,33.695171,3.752209,2.160029,BENIGN
310358,3230,2246,186352,1500,0.752004,0.261068,30.214803,DDoS
527075,1400,1803,1493433,1500,1.002949,0.252924,16.483098,DDoS
245225,20,19,19152,613,12.17166,6.073297,14.099275,BENIGN
112070,23,19,5518,700,14.097302,22.095725,5.954631,BENIGN
348882,6739,644,5231893,1140,0.260959,0.441423,27.214065,DDoS
69828,16,14,9106,676,58.82508,8.841532,12.073515,BENIGN
409693,1788,2718,513654,1500,0.64898,0.420354,62.193857,DDoS
309401,2103,3136,1056123,1301,0.376625,0.404157,111.964707,DDoS
93699,21,15,14179,209,42.436436,33.881547,7.156308,BENIGN
193214,2333,1533,409196,1500,0.445843,0.399046,69.639816,DDoS
45403,18,23,3567,482,14.296185,5.740685,4.7096,BENIGN
107746,19,17,13898,1369,23.508821,6.318092,6.020118,BENIGN
38823,18,13,24208,340,48.769254,6.650281,19.572979,BENIGN
228889,19,16,3052,1325,11.045839,2.885723,3.625691,BENIGN
147984,20,16,13251,991,33.051179,13.417397,35.245628,BENIGN
253989,14,18,13540,531,26.902634,8.039239,16.079622,BENIGN
327905,5076,2923,812421,1266,0.382401,0.169866,38.691273,DDoS
187690,4881,3828,871708,1192,0.491587,0.113476,47.782559,DDoS
60546,15,13,5847,412,38.881981,2.762991,13.391441,BENIGN
79881,19,23,1459,441,38.330214,12.886747,2.991754,BENIGN
215226,22,17,13448,445,24.805478,11.964597,9.368461,BENIGN
122114,19,19,4953,1206,56.210766,20.463757,6.196145,BENIGN
311515,2713,2542,1332297,1500,0.713171,0.275366,70.003765,DDoS
184156,23,14,8438,314,34.441289,4.662898,6.700328,BENIGN
125307,16,17,3237,638,17.954851,5.159457,5.323713,BENIGN
266162,19,17,7864,232,11.422485,3.553274,15.091703,BENIGN
287968,5155,945,352499,1163,0.272012,0.216628,42.352155,DDoS
122518,25,13,22682,657,7.57699,5.632517,2.554496,BENIGN
81902,24,11,6004,528,17.433464,2.821926,17.161122,BENIGN
488115,3148,730,991632,1500,0.402309,0.206287,45.803597,DDoS
156869,22,19,12135,792,31.915051,7.438446,11.315331,BENIGN
78503,19,16,9646,343,39.495314,4.215686,5.297845,BENIGN
170531,2955,4997,1281300,1401,1.025573,0.101408,67.66582,DDoS
183610,913,957,221806,1206,0.174582,0.364351,80.831909,DDoS
410241,12,13,7493,833,12.157481,15.004616,4.868106,BENIGN
36343,14,24,4144,310,10.937926,1.724543,3.619165,BENIGN
329115,3461,5192,735807,1076,0.8803,0.146662,54.419543,DDoS
312205,4438,3326,2613861,1434,1.046702,0.260099,77.602252,DDoS
191362,20,20,31523,337,15.517486,7.658861,8.943032,BENIGN
189345,22,13,15247,847,3.410434,1.952079,5.787619,BENIGN
61635,22,15,12996,411,6.410158,11.730895,7.990236,BENIGN
63074,14,12,16970,307,7.468713,4.939684,7.409822,BENIGN
219642,34,13,3315,436,26.573658,9.053327,26.676824,BENIGN
486350,2936,2662,999965,1500,0.272634,0.113737,32.800665,DDoS
144885,16,13,3155,678,7.904807,1.484529,4.897667,BENIGN
128467,2409,4704,1410357,1386,1.005912,0.310307,26.19605,DDoS
236865,3238,2431,739208,1049,0.265655,0.111889,119.339665,DDoS
93003,22,15,11870,1500,17.161593,3.61009,8.420729,BENIGN
89447,21,14,2766,441,21.571577,9.529948,4.056855,BENIGN
58940,22,18,7991,551,17.034878,14.101511,6.285714,BENIGN
225224,13,9,13277,770,15.64906,3.868152,11.413364,BENIGN
929509,3596,1022,622650,1500,0.81485,0.506125,91.211523,DDoS
95756,20,16,3568,467,23.44683,5.34741,5.718622,BENIGN
57833,17,21,2469,440,18.850706,1.99414,7.929213,BENIGN
110898,4085,2735,1123931,887,0.205106,0.21804,45.811165,DDoS
180176,19,12,3640,340,16.418184,5.886179,6.921222,BENIGN
147566,22,12,5890,724,6.294664,4.044169,13.760113,BENIGN
367657,5876,5710,915838,996,0.471218,0.41178,38.852992,DDoS
65031,20,9,8378,602,19.596462,4.011271,1.582088,BENIGN
55678,17,11,9093,416,39.382375,14.466776,31.508896,BENIGN
194743,1387,1991,928381,859,0.501,0.113424,39.762865,DDoS
175689,15,10,44078,365,22.90655,14.752551,5.695104,BENIGN
234397,2490,1573,566588,1500,0.550065,0.158799,44.924141,DDoS
332863,3397,824,428114,1500,0.820059,0.196912,40.884513,DDoS
493419,10785,1923,992304,1155,0.604548,0.294332,64.372856,DDoS
368243,1305,698,775109,1500,0.736837,0.124765,94.406606,DDoS
70448,17,12,5324,369,19.520024,15.279734,5.605493,BENIGN
249889,20,11,7878,206,9.620037,2.57665,15.214286,BENIGN
138121,25,12,17629,380,23.337649,3.724405,4.497211,BENIGN
168357,872,4609,359504,1500,0.299443,0.216449,30.454446,DDoS
286239,8688,636,882221,1500,0.319518,0.159515,57.468973,DDoS
177816,1457,4267,363196,798,0.517876,0.117523,110.719818,DDoS
30348,16,18,6283,1003,45.008131,21.743917,8.347123,BENIGN
159542,15,11,35899,462,41.026764,8.117047,4.882125,BENIGN
134114,16,17,2475,519,25.792454,6.458325,7.064876,BENIGN
267717,20,13,5415,678,20.811731,12.411247,9.603711,BENIGN
152279,26,16,23628,539,15.411236,4.834661,2.798316,BENIGN
192397,1178,3580,657726,801,0.639001,0.113085,42.599166,DDoS
692016,1316,1209,695691,1500,0.72338,0.166877,28.786773,DDoS
285110,16,17,6747,1043,26.922644,5.63127,2.597555,BENIGN
194887,2834,1896,1820896,1012,0.146039,0.239001,50.32643,DDoS
114395,19,11,6458,426,47.556222,32.128426,8.625705,BENIGN
188904,20,15,8803,804,16.241326,5.446844,14.559917,BENIGN
106630,17,17,5620,308,8.805163,7.583574,6.00766,BENIGN
193340,17,13,5633,692,4.471798,13.891946,2.496705,BENIGN
175356,1442,2281,483633,1499,0.340199,0.491912,87.869557,DDoS
124503,3009,3287,1232666,991,0.686055,0.366733,64.510108,DDoS
29823,16,12,6857,689,25.407996,14.042783,11.940528,BENIGN
212117,1489,4258,1257384,1500,0.513762,0.248445,53.391411,DDoS
190107,19,17,11496,329,14.800806,11.255278,4.570237,BENIGN
89632,17,9,28153,457,29.83078,7.782473,3.509563,BENIGN
252817,24,10,5359,742,57.237854,6.513129,9.339857,BENIGN
193467,3438,484,703143,1500,1.395723,0.309028,68.88822,DDoS
251166,1174,2364,467598,1109,1.166769,0.074031,54.795038,DDoS
109603,12,13,9270,343,13.440833,10.043948,8.627217,BENIGN
28263,20,7,8840,1080,19.339468,5.184846,11.377775,BENIGN
115969,23,11,4342,1042,25.291657,13.497149,8.968493,BENIGN
414237,1365,2007,1256465,1139,0.28513,0.350367,69.323656,DDoS
316985,2519,3052,728284,1298,0.617329,0.162015,112.193643,DDoS
392723,2437,851,1652630,859,0.784138,0.171617,60.840116,DDoS
238109,1883,3960,1878809,1106,0.557562,0.199288,40.579791,DDoS
155349,25,15,21227,955,6.758901,1.32569,3.261983,BENIGN
70401,14,15,19726,720,13.430634,2.001863,11.69113,BENIGN
29836,26,10,6616,324,54.289705,3.417606,7.778705,BENIGN
66308,17,12,7223,453,23.423952,2.21842,6.516954,BENIGN
62632,15,10,7835,1044,47.659239,3.914439,8.267897,BENIGN
127380,16,14,10423,1134,28.213194,9.615019,5.772879,BENIGN
37539,18,22,3041,141,90.724081,2.273873,14.448258,BENIGN
507631,1355,1121,941482,1063,0.531849,0.247839,82.588432,DDoS
199310,1073,3360,249793,1500,0.261237,0.149406,29.03309,DDoS
271315,853,5204,1282115,1500,0.578995,0.147848,157.575866,DDoS
134012,25,16,6310,541,25.005212,5.070273,2.240695,BENIGN
76695,20,4,6738,573,52.076424,3.570269,6.255577,BENIGN
137978,11,17,4417,609,38.478399,1.634996,13.850215,BENIGN
218883,22,10,7738,440,11.096271,18.27883,2.136958,BENIGN
117318,5831,4748,1426784,783,0.449022,0.321175,37.162072,DDoS
109590,21,16,10341,612,41.881124,4.911953,38.949386,BENIGN
152178,20,12,8450,481,19.837606,15.867945,8.942201,BENIGN
103947,17,17,7538,1500,27.852533,18.146788,9.124721,BENIGN
71241,20,15,5793,1154,21.621474,2.692173,14.875971,BENIGN
140821,2579,969,802902,1500,0.6484,0.206631,37.767761,DDoS
101064,27,15,6769,1122,23.576038,3.251268,3.737027,BENIGN
199163,20,16,12083,395,38.778683,5.062856,30.854253,BENIGN
123889,21,17,12706,413,8.027671,16.255522,7.256224,BENIGN
145348,17,14,14845,763,22.377537,3.253104,7.512709,BENIGN
170924,17,18,9650,243,16.104259,22.015541,8.009785,BENIGN
59754,16,14,4260,239,7.029657,3.164303,14.97056,BENIGN
53634,21,16,4693,489,9.227512,12.657665,9.684463,BENIGN
202421,21,17,6235,602,31.940408,4.306378,9.088865,BENIGN
425834,2240,5316,998109,1042,0.390214,0.113927,62.401868,DDoS
206418,2041,1989,1194332,1500,0.827499,0.277471,54.472832,DDoS
291505,18,16,14031,405,8.280532,2.750835,11.141019,BENIGN
119116,24,18,16235,695,6.036668,13.541498,4.935156,BENIGN
269850,16,14,2860,366,24.894584,4.053823,2.826429,BENIGN
299446,5381,3555,1824132,1500,0.587733,0.220479,42.05004,DDoS
162497,2680,2355,1083919,1500,0.529446,0.366129,19.429387,DDoS
37221,17,11,6726,851,38.594523,7.725527,19.949935,BENIGN
175535,27,12,27288,414,32.98357,3.433756,5.764592,BENIGN
361859,1752,1403,1956901,1500,0.540374,0.197967,60.139008,DDoS
85996,21,13,8107,1058,8.146291,6.112628,16.889292,BENIGN
587245,1641,1523,1081878,1016,0.284927,0.095376,96.563168,DDoS
304014,2235,2010,565040,787,0.40827,0.308208,71.830362,DDoS
265042,13,16,3189,827,30.871883,4.4429,12.849128,BENIGN
93579,12,10,6020,460,12.787722,11.8329,5.013483,BENIGN
647435,28,15,7315,372,11.532734,5.558938,42.801653,BENIGN
282586,25,15,6317,474,13.276991,2.775732,10.145684,BENIGN
247898,2739,1005,777944,1290,0.382619,0.198726,72.331784,DDoS
115665,23,14,18760,604,18.897332,50.031177,8.135864,BENIGN
419676,2213,4074,750941,1276,0.463267,0.250915,73.182734,DDoS
81438,6600,2214,273309,778,1.082777,0.393836,46.765472,DDoS
156161,18,19,11713,573,20.678743,4.560732,20.439743,BENIGN
131857,24,14,2527,264,15.898887,6.314054,8.056029,BENIGN
221167,17,10,3346,477,4.99663,4.738673,9.11024,BENIGN
289007,6538,1461,820564,1500,0.36242,0.162863,35.423816,DDoS
134478,24,7,4620,335,28.995691,11.186978,26.549569,BENIGN
142731,15,12,5540,911,46.171313,3.530014,5.14068,BENIGN
186865,2205,437,1827337,1500,0.736375,0.16853,49.61816,DDoS
142173,21,8,4012,452,39.200426,8.200007,19.822595,BENIGN
95546,20,10,5734,206,15.989282,12.39905,4.611137,BENIGN
89884,2522,1779,850983,890,0.371373,0.122022,63.564428,DDoS
125824,17,12,13834,970,27.477515,24.628724,19.608887,BENIGN
524238,21,14,6059,490,11.062725,5.340998,14.012439,BENIGN
147838,21,21,7883,226,11.730546,8.312903,18.493815,BENIGN
112593,10,17,5561,595,9.873604,17.305296,12.323985,BENIGN
61883,14,14,4682,329,6.749521,7.67707,4.871723,BENIGN
78625,20,13,26272,1010,78.82716,4.454013,10.48768,BENIGN
100394,19,12,40332,426,74.068571,10.401489,12.871164,BENIGN
191886,24,14,1708,280,10.505812,7.630228,20.068714,BENIGN
116459,18,15,8348,435,45.38664,2.356252,13.55951,BENIGN
92411,15,14,7876,309,16.762351,3.016108,13.503288,BENIGN
236246,16,16,4567,308,17.686455,6.275848,5.9724,BENIGN
109840,25,18,6764,732,23.70676,2.911208,4.699098,BENIGN
133879,4157,604,1051708,1447,0.574048,0.433716,61.223016,DDoS
111824,23,15,9970,352,12.011354,9.385305,2.971753,BENIGN
216367,4598,3232,404718,1500,0.585133,0.068952,68.120643,DDoS
197394,16,12,3243,631,15.57936,5.058214,11.873105,BENIGN
99161,26,11,13863,237,13.00934,3.315524,25.069347,BENIGN
238932,19,20,17487,1038,18.871505,7.026305,8.955205,BENIGN
176138,19,17,5621,284,38.157534,3.228831,4.265333,BENIGN
236631,1923,4368,580023,1240,0.579549,0.178105,35.185532,DDoS
91251,21,15,3742,364,12.705314,4.307126,4.50557,BENIGN
63594,15,13,31689,513,34.596398,4.33978,5.68716,BENIGN
55425,16,11,4756,534,5.832238,9.600442,2.277183,BENIGN
463158,1692,885,560343,1500,0.662849,0.068469,49.809283,DDoS
113117,18,10,16212,717,27.229952,12.827942,2.542166,BENIGN
120827,26,18,15168,224,46.788785,15.108772,21.343505,BENIGN
122597,1437,1799,917268,1500,0.270686,0.290995,53.631593,DDoS
178903,23,16,23555,163,5.972796,2.531023,8.935008,BENIGN
116189,15,13,9120,468,8.578623,20.35855,10.970155,BENIGN
129815,16,28,15270,166,33.716629,7.292252,4.477393,BENIGN
122259,16,15,2745,395,19.503654,4.874986,13.515373,BENIGN
263546,640,2983,1322623,1500,0.406371,0.26987,40.275433,DDoS
87132,15,16,7635,610,21.970107,8.222672,21.024972,BENIGN
90020,12,18,5313,426,17.454002,15.809856,6.864101,BENIGN
544967,12543,827,843908,1500,0.349853,0.166216,83.151976,DDoS
134327,22,10,25533,432,27.11643,4.196809,9.567431,BENIGN
376745,881,1330,1038960,1500,0.729723,0.157798,78.370687,DDoS
67502,17,14,23747,871,26.951243,11.521401,4.516238,BENIGN
58805,23,16,13171,1042,6.463621,5.089518,6.795535,BENIGN
149505,1390,1145,622634,1500,0.73723,0.176814,53.610563,DDoS
117764,3450,1578,698110,1220,0.340568,0.165242,75.910703,DDoS
290492,3218,4834,565749,1326,0.300563,0.113161,25.041959,DDoS
153818,19,14,8596,596,50.777381,3.993248,4.373139,BENIGN
158462,30,13,12370,448,14.133535,19.95059,14.762759,BENIGN
299557,4191,1378,955990,1500,0.702185,0.271143,48.255665,DDoS
337542,22,10,13065,577,17.965457,1.545875,9.063653,BENIGN
120274,16,7,7468,1388,19.302486,6.299952,3.590234,BENIGN
352170,18,13,11844,1218,10.167711,5.970197,5.849336,BENIGN
913234,875,4090,1041468,1252,0.399108,0.201511,65.500493,DDoS
144161,1367,1411,915442,1500,0.426437,0.174554,89.285939,DDoS
189663,21,18,24273,1412,29.574986,2.134556,3.465412,BENIGN
262721,16,13,6409,1008,13.379106,8.465366,6.897101,BENIGN
47807,20,11,8676,774,20.470328,8.106584,6.171539,BENIGN
39991,14,11,14020,1446,32.870291,7.561196,4.162894,BENIGN
262845,2273,2873,429534,1500,0.473316,0.047808,141.731399,DDoS
95495,7010,2571,777981,1387,0.905748,0.244896,42.588106,DDoS
398810,3062,1321,678899,1157,1.156471,0.236186,29.9891,DDoS
238329,848,783,614914,1500,0.323315,0.086521,28.36072,DDoS
79398,8,15,3667,328,3.990093,16.48332,7.067073,BENIGN
140737,3194,3344,847050,881,0.694654,0.174784,76.348608,DDoS
114558,19,20,3483,548,16.426348,4.215903,17.863292,BENIGN
227194,24,9,17624,308,11.492061,4.649894,11.994309,BENIGN
216401,18,13,8901,212,29.785145,2.573807,4.659415,BENIGN
158686,4751,837,660269,827,0.366913,0.464385,40.724278,DDoS
389079,19,13,3706,436,8.508613,5.254987,8.106182,BENIGN
149716,24,13,26524,506,31.940695,6.729692,8.322244,BENIGN
274546,5164,974,2662331,1500,0.378176,0.079324,40.139375,DDoS
104576,11,19,12352,355,23.956226,8.361046,14.541992,BENIGN
138284,6063,1792,1516553,1370,0.401449,0.401838,58.204133,DDoS
135575,18,13,9593,1239,21.479725,2.510674,7.673422,BENIGN
207397,924,1733,589743,1434,0.439054,0.068318,21.80042,DDoS
248391,21,23,14173,449,18.220119,1.51575,24.912087,BENIGN
282398,2965,2606,1071404,1174,0.868507,0.258068,37.156995,DDoS
174045,23,14,8048,504,24.629986,5.458543,6.244933,BENIGN
184443,4715,748,1056520,1500,0.410936,0.090803,103.533415,DDoS
552519,2059,1160,1765977,900,0.434856,0.270081,50.812623,DDoS
153287,16,17,4134,413,21.524581,22.888594,18.109519,BENIGN
191216,5891,3353,1598164,711,0.508549,0.103326,37.894288,DDoS
157613,18,12,6688,1307,15.472527,7.465415,20.783557,BENIGN
226564,19,18,2802,608,15.735847,2.386878,5.219521,BENIGN
96444,722,517,1164866,1500,0.598494,0.254073,33.158245,DDoS
137611,22,16,6643,303,12.190626,3.055297,6.553701,BENIGN
165154,15,15,10383,494,25.381768,12.272819,6.048195,BENIGN
428520,4153,971,1603202,1331,0.516846,0.170145,86.954927,DDoS
63158,16,12,3620,1097,47.581091,4.052193,4.263091,BENIGN
245757,3768,4154,506378,1356,0.184735,0.127437,38.739894,DDoS
455244,2752,1145,2639716,1500,0.294514,0.167934,57.272799,DDoS
100994,27,19,10376,385,20.261288,5.988892,3.912348,BENIGN
72486,15,22,21672,453,17.127773,2.526262,9.750345,BENIGN
70219,11,12,3353,278,13.908948,10.419442,8.978368,BENIGN
71663,13,16,5071,763,14.473028,4.875654,5.393041,BENIGN
221858,2195,3757,554581,1208,0.418515,0.283904,67.528557,DDoS
67373,21,22,2763,780,6.927321,5.197539,10.091961,BENIGN
498452,2710,2291,777048,828,0.39254,0.157674,23.111164,DDoS
322863,1946,3676,717043,1500,0.291295,0.261022,46.0498,DDoS
294865,12,22,18061,501,4.402038,11.128198,6.37069,BENIGN
249078,3728,1081,1758670,1500,0.497226,0.36164,59.456917,DDoS
164383,19,18,4799,247,12.649192,4.256272,4.518752,BENIGN
499120,3500,990,949572,957,0.467243,0.101394,27.447012,DDoS
264645,2961,2316,368600,1500,0.476986,0.082929,34.446028,DDoS
27577,18,10,12591,755,24.655319,4.4997,16.326166,BENIGN
327575,3393,2703,593866,1108,1.006509,0.119705,49.334936,DDoS
400882,2069,2526,1000522,1500,0.446943,0.3324,41.06875,DDoS
205272,2705,1959,1117811,1500,0.204577,0.232627,103.331759,DDoS
479802,2344,2427,1062407,942,0.810011,0.066928,96.412743,DDoS
283685,2014,1813,348537,1500,0.300359,0.085442,100.286978,DDoS
72274,16,18,14448,403,33.348394,6.077987,13.250267,BENIGN
276995,1619,1068,271582,897,0.640391,0.08034,77.631947,DDoS
67250,19,19,4671,577,23.717628,3.223108,13.266783,BENIGN
89754,15,19,14973,794,7.019615,8.508453,12.243482,BENIGN
99263,21,13,2515,416,14.705818,6.270853,4.156296,BENIGN
284336,19,11,12675,910,7.970568,5.981864,17.436081,BENIGN
177159,926,3997,1579535,828,0.847785,0.283341,100.18625,DDoS
105100,22,18,2881,552,12.033484,10.818318,7.708463,BENIGN
82615,24,13,14779,499,24.608138,10.612148,30.083299,BENIGN
43934,18,18,4943,306,6.556683,4.619243,19.600048,BENIGN
154597,797,912,763124,1500,0.924326,0.424424,58.174695,DDoS
